event_date,year,month,day,event_type,country,admin1,fatalities,actor1_type,actor2_type,interaction_type,is_terrorist_group_related,terrorist_group_filiation,is_pmc_related
2024-04-15,2024,4,15,Violence against civilians,Niger,Tillaberi,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-04-15,2024,4,15,Strategic developments,Burkina Faso,Est,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-15,2024,4,15,Strategic developments,Niger,Tillaberi,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-14,2024,4,14,Battles,Burkina Faso,Est,1,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-04-14,2024,4,14,Battles,Burkina Faso,Est,8,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-04-14,2024,4,14,Strategic developments,Burkina Faso,Sahel,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-04-14,2024,4,14,Explosions/Remote violence,Burkina Faso,Sahel,3,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-14,2024,4,14,Violence against civilians,Burkina Faso,Est,10,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-14,2024,4,14,Battles,Mali,Mopti,11,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-04-14,2024,4,14,Violence against civilians,Mali,Kayes,10,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,0
2024-04-14,2024,4,14,Violence against civilians,Mali,Mopti,1,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2024-04-14,2024,4,14,Violence against civilians,Niger,Tillaberi,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-04-14,2024,4,14,Violence against civilians,Niger,Tillaberi,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-04-13,2024,4,13,Battles,Burkina Faso,Boucle du Mouhoun,15,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-13,2024,4,13,Strategic developments,Burkina Faso,Est,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-13,2024,4,13,Explosions/Remote violence,Mali,Gao,8,External/Other Forces,Rebel Groups,REBELS VERSUS OTHERS,1,Islamic State,0
2024-04-13,2024,4,13,Strategic developments,Mali,Gao,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-04-13,2024,4,13,Violence against civilians,Mali,Kidal,9,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,0
2024-04-13,2024,4,13,Explosions/Remote violence,Mali,Mopti,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Islamic State,0
2024-04-12,2024,4,12,Battles,Burkina Faso,Centre-Est,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-04-12,2024,4,12,Explosions/Remote violence,Burkina Faso,Centre-Nord,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-12,2024,4,12,Violence against civilians,Burkina Faso,Est,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-12,2024,4,12,Battles,Mali,Mopti,4,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,1
2024-04-12,2024,4,12,Violence against civilians,Mali,Gao,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-04-12,2024,4,12,Strategic developments,Mali,Gao,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-04-12,2024,4,12,Violence against civilians,Mali,Kidal,3,External/Other Forces,Civilians,OTHER ACTOR VERSUS CIVILIANS,0,None,1
2024-04-12,2024,4,12,Violence against civilians,Mali,Segou,10,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-04-12,2024,4,12,Battles,Mali,Mopti,3,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-12,2024,4,12,Strategic developments,Niger,Diffa,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Islamic State,0
2024-04-12,2024,4,12,Strategic developments,Niger,Diffa,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Islamic State,0
2024-04-12,2024,4,12,Battles,Burkina Faso,Centre-Nord,6,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-12,2024,4,12,Battles,Burkina Faso,Sahel,0,Rebel Groups,Rebel Groups,REBELS VERSUS REBELS,1,Islamic State,0
2024-04-12,2024,4,12,Battles,Burkina Faso,Centre-Nord,6,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-12,2024,4,12,Battles,Burkina Faso,Sahel,6,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-12,2024,4,12,Battles,Burkina Faso,Sahel,6,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-12,2024,4,12,Battles,Burkina Faso,Sahel,6,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-12,2024,4,12,Violence against civilians,Niger,Diffa,1,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,0
2024-04-11,2024,4,11,Strategic developments,Mali,Segou,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-11,2024,4,11,Strategic developments,Mali,Segou,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-11,2024,4,11,Violence against civilians,Mali,Kidal,1,External/Other Forces,Civilians,OTHER ACTOR VERSUS CIVILIANS,0,None,1
2024-04-11,2024,4,11,Violence against civilians,Mali,Mopti,3,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-04-11,2024,4,11,Strategic developments,Mali,Tombouctou,0,Rebel Groups,None,SOLE REBEL ACTION,1,Al-Qaeda,0
2024-04-11,2024,4,11,Explosions/Remote violence,Burkina Faso,Sahel,0,Rebel Groups,External/Other Forces,REBELS VERSUS OTHERS,1,Al-Qaeda,0
2024-04-11,2024,4,11,Strategic developments,Burkina Faso,Centre-Nord,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-11,2024,4,11,Violence against civilians,Burkina Faso,Hauts-Bassins,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-11,2024,4,11,Violence against civilians,Burkina Faso,Cascades,5,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-11,2024,4,11,Violence against civilians,Burkina Faso,Est,3,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-10,2024,4,10,Strategic developments,Burkina Faso,Est,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-10,2024,4,10,Battles,Mali,Mopti,3,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-10,2024,4,10,Strategic developments,Mali,Mopti,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-10,2024,4,10,Strategic developments,Mali,Tombouctou,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-10,2024,4,10,Strategic developments,Niger,Niamey,0,External/Other Forces,State Forces,STATE FORCES VERSUS EXTERNAL/OTHER FORCES,0,None,0
2024-04-10,2024,4,10,Battles,Burkina Faso,Centre-Nord,3,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-04-10,2024,4,10,Violence against civilians,Burkina Faso,Centre-Nord,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-10,2024,4,10,Violence against civilians,Burkina Faso,Nord,2,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-10,2024,4,10,Violence against civilians,Mali,Gao,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-04-10,2024,4,10,Explosions/Remote violence,Mali,Gao,3,External/Other Forces,Rebel Groups,REBELS VERSUS OTHERS,1,Islamic State,0
2024-04-10,2024,4,10,Strategic developments,Niger,Tahoua,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2024-04-10,2024,4,10,Battles,Burkina Faso,Centre-Est,10,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-10,2024,4,10,Battles,Burkina Faso,Centre-Nord,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-04-09,2024,4,9,Explosions/Remote violence,Mali,Gao,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-09,2024,4,9,Strategic developments,Niger,Tillaberi,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-04-09,2024,4,9,Strategic developments,Niger,Tillaberi,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-04-09,2024,4,9,Battles,Niger,Tahoua,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Islamic State,0
2024-04-08,2024,4,8,Strategic developments,Burkina Faso,Est,0,State Forces,None,SOLE STATE FORCES ACTION,0,None,0
2024-04-08,2024,4,8,Battles,Burkina Faso,Centre-Est,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-04-08,2024,4,8,Battles,Burkina Faso,Centre-Est,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-04-08,2024,4,8,Explosions/Remote violence,Mali,Koulikoro,3,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-08,2024,4,8,Explosions/Remote violence,Mali,Gao,8,External/Other Forces,Rebel Groups,REBELS VERSUS OTHERS,1,Islamic State,0
2024-04-08,2024,4,8,Explosions/Remote violence,Niger,Tillaberi,10,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Islamic State,0
2024-04-08,2024,4,8,Explosions/Remote violence,Niger,Tillaberi,6,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Islamic State,0
2024-04-08,2024,4,8,Violence against civilians,Burkina Faso,Est,1,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,0
2024-04-08,2024,4,8,Violence against civilians,Burkina Faso,Centre-Est,2,Identity Militias,Civilians,IDENTITY MILITIA VERSUS CIVILIANS,0,None,0
2024-04-08,2024,4,8,Explosions/Remote violence,Mali,Gao,0,External/Other Forces,Rebel Groups,REBELS VERSUS OTHERS,1,Islamic State,0
2024-04-08,2024,4,8,Explosions/Remote violence,Mali,Mopti,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-08,2024,4,8,Strategic developments,Mali,Koulikoro,0,State Forces,None,SOLE STATE FORCES ACTION,0,None,0
2024-04-08,2024,4,8,Strategic developments,Niger,Tahoua,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-04-08,2024,4,8,Strategic developments,Niger,Diffa,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Islamic State,0
2024-04-07,2024,4,7,Explosions/Remote violence,Burkina Faso,Centre-Nord,4,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-07,2024,4,7,Violence against civilians,Burkina Faso,Boucle du Mouhoun,12,Identity Militias,Civilians,IDENTITY MILITIA VERSUS CIVILIANS,0,None,0
2024-04-07,2024,4,7,Battles,Burkina Faso,Est,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-04-07,2024,4,7,Battles,Burkina Faso,Sud-Ouest,20,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-07,2024,4,7,Battles,Mali,Mopti,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-04-07,2024,4,7,Battles,Mali,Mopti,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-07,2024,4,7,Violence against civilians,Mali,Mopti,10,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-04-07,2024,4,7,Violence against civilians,Mali,Segou,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-07,2024,4,7,Battles,Mali,Segou,6,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,1
2024-04-07,2024,4,7,Explosions/Remote violence,Mali,Tombouctou,3,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,0
2024-04-07,2024,4,7,Violence against civilians,Burkina Faso,Est,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-06,2024,4,6,Strategic developments,Burkina Faso,Est,0,Identity Militias,None,SOLE IDENTITY MILITIA ACTION,0,None,0
2024-04-06,2024,4,6,Violence against civilians,Burkina Faso,Sahel,13,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-04-06,2024,4,6,Explosions/Remote violence,Burkina Faso,Sahel,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-06,2024,4,6,Strategic developments,Mali,Gao,0,State Forces,None,SOLE STATE FORCES ACTION,0,None,1
2024-04-06,2024,4,6,Strategic developments,Mali,Gao,0,State Forces,None,SOLE STATE FORCES ACTION,0,None,1
2024-04-06,2024,4,6,Violence against civilians,Mali,Mopti,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-06,2024,4,6,Explosions/Remote violence,Mali,Mopti,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-04-06,2024,4,6,Violence against civilians,Mali,Segou,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-06,2024,4,6,Violence against civilians,Mali,Segou,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-06,2024,4,6,Violence against civilians,Mali,Segou,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-06,2024,4,6,Violence against civilians,Niger,Diffa,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-04-06,2024,4,6,Explosions/Remote violence,Mali,Gao,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Islamic State,0
2024-04-05,2024,4,5,Violence against civilians,Burkina Faso,Est,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-05,2024,4,5,Battles,Burkina Faso,Centre-Est,2,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-04-05,2024,4,5,Violence against civilians,Burkina Faso,Est,10,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-05,2024,4,5,Explosions/Remote violence,Burkina Faso,Centre-Est,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-05,2024,4,5,Strategic developments,Mali,Segou,0,Political Militias,Rebel Groups,REBELS VERSUS POLITICAL MILITIA,1,Al-Qaeda,0
2024-04-05,2024,4,5,Violence against civilians,Niger,Diffa,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-04-05,2024,4,5,Battles,Mali,Segou,42,Rebel Groups,Political Militias,REBELS VERSUS POLITICAL MILITIA,1,Al-Qaeda,0
2024-04-05,2024,4,5,Violence against civilians,Burkina Faso,Est,1,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2024-04-05,2024,4,5,Violence against civilians,Mali,Gao,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-04-05,2024,4,5,Battles,Mali,Mopti,0,Identity Militias,Rebel Groups,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-04-05,2024,4,5,Strategic developments,Niger,Diffa,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Islamic State,0
2024-04-05,2024,4,5,Battles,Burkina Faso,Centre-Est,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-04,2024,4,4,Violence against civilians,Mali,Tombouctou,0,External/Other Forces,Civilians,OTHER ACTOR VERSUS CIVILIANS,0,None,1
2024-04-04,2024,4,4,Battles,Mali,Mopti,20,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-04,2024,4,4,Strategic developments,Mali,Mopti,0,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-04-04,2024,4,4,Violence against civilians,Mali,Gao,2,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-04-04,2024,4,4,Battles,Burkina Faso,Nord,7,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-04-04,2024,4,4,Violence against civilians,Burkina Faso,Boucle du Mouhoun,8,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-04,2024,4,4,Battles,Mali,Kidal,0,Rebel Groups,Political Militias,REBELS VERSUS POLITICAL MILITIA,1,Al-Qaeda,0
2024-04-04,2024,4,4,Explosions/Remote violence,Mali,Tombouctou,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-04,2024,4,4,Strategic developments,Niger,Maradi,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2024-04-04,2024,4,4,Violence against civilians,Niger,Tillaberi,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-04-04,2024,4,4,Strategic developments,Niger,Tillaberi,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-04,2024,4,4,Explosions/Remote violence,Niger,Tillaberi,0,Rebel Groups,None,SOLE REBEL ACTION,1,Al-Qaeda,0
2024-04-03,2024,4,3,Battles,Burkina Faso,Sahel,2,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Islamic State,0
2024-04-03,2024,4,3,Explosions/Remote violence,Mali,Menaka,7,External/Other Forces,Rebel Groups,REBELS VERSUS OTHERS,1,Islamic State,0
2024-04-03,2024,4,3,Battles,Mali,Mopti,0,Identity Militias,Rebel Groups,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-04-03,2024,4,3,Strategic developments,Mali,Koulikoro,0,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-04-03,2024,4,3,Violence against civilians,Mali,Segou,4,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-04-03,2024,4,3,Violence against civilians,Mali,Segou,6,External/Other Forces,Civilians,OTHER ACTOR VERSUS CIVILIANS,0,None,1
2024-04-03,2024,4,3,Strategic developments,Mali,Mopti,0,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-04-03,2024,4,3,Violence against civilians,Burkina Faso,Boucle du Mouhoun,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-03,2024,4,3,Explosions/Remote violence,Burkina Faso,Est,1,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-03,2024,4,3,Violence against civilians,Burkina Faso,Nord,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-03,2024,4,3,Battles,Mali,Segou,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-03,2024,4,3,Explosions/Remote violence,Niger,Tillaberi,1,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-03,2024,4,3,Strategic developments,Niger,Diffa,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-04-02,2024,4,2,Explosions/Remote violence,Burkina Faso,Nord,3,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-02,2024,4,2,Violence against civilians,Burkina Faso,Sahel,10,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-04-02,2024,4,2,Explosions/Remote violence,Burkina Faso,Est,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-04-02,2024,4,2,Violence against civilians,Mali,Mopti,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2024-04-02,2024,4,2,Explosions/Remote violence,Mali,Tombouctou,0,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,0
2024-04-02,2024,4,2,Violence against civilians,Mali,Mopti,3,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-04-02,2024,4,2,Violence against civilians,Mali,Gao,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-04-02,2024,4,2,Violence against civilians,Mali,Gao,2,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-04-02,2024,4,2,Strategic developments,Mali,Gao,0,State Forces,None,SOLE STATE FORCES ACTION,0,None,1
2024-04-02,2024,4,2,Battles,Burkina Faso,Nord,2,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-04-02,2024,4,2,Violence against civilians,Burkina Faso,Sahel,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-04-02,2024,4,2,Battles,Burkina Faso,Est,10,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-02,2024,4,2,Violence against civilians,Burkina Faso,Hauts-Bassins,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-02,2024,4,2,Strategic developments,Mali,Kidal,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-02,2024,4,2,Battles,Mali,Mopti,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-04-02,2024,4,2,Explosions/Remote violence,Mali,Segou,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-02,2024,4,2,Explosions/Remote violence,Mali,Tombouctou,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-02,2024,4,2,Explosions/Remote violence,Mali,Segou,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-02,2024,4,2,Explosions/Remote violence,Burkina Faso,Centre-Est,10,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-02,2024,4,2,Violence against civilians,Burkina Faso,Sahel,10,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-04-02,2024,4,2,Explosions/Remote violence,Mali,Mopti,3,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-01,2024,4,1,Battles,Mali,Kayes,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,1
2024-04-01,2024,4,1,Battles,Mali,Koulikoro,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-01,2024,4,1,Battles,Mali,Koulikoro,4,Rebel Groups,Political Militias,REBELS VERSUS POLITICAL MILITIA,1,Al-Qaeda,0
2024-04-01,2024,4,1,Strategic developments,Mali,Gao,0,External/Other Forces,None,SOLE OTHER ACTION,0,None,1
2024-04-01,2024,4,1,Strategic developments,Mali,Kayes,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2024-04-01,2024,4,1,Strategic developments,Mali,Kidal,0,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-04-01,2024,4,1,Battles,Burkina Faso,Centre-Est,4,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-04-01,2024,4,1,Violence against civilians,Burkina Faso,Cascades,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-04-01,2024,4,1,Explosions/Remote violence,Burkina Faso,Centre-Ouest,1,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-04-01,2024,4,1,Violence against civilians,Burkina Faso,Centre-Est,0,Identity Militias,Civilians,IDENTITY MILITIA VERSUS CIVILIANS,0,None,0
2024-03-31,2024,3,31,Strategic developments,Burkina Faso,Est,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-03-31,2024,3,31,Strategic developments,Burkina Faso,Est,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-03-31,2024,3,31,Battles,Burkina Faso,Est,73,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-03-31,2024,3,31,Battles,Mali,Koulikoro,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-03-31,2024,3,31,Battles,Mali,Mopti,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,1
2024-03-31,2024,3,31,Violence against civilians,Mali,Gao,2,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-03-31,2024,3,31,Violence against civilians,Mali,Mopti,3,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
